abstained,answer,answer_em,answer_f1,branch,candidate_ids,citation_validity,context_chars,context_ids,end_to_end_ms,fallback,generation_error,generation_finish_reason,generation_ms,generator_completion_tokens,generator_cost_usd,generator_model,generator_prompt_tokens,index_ms_once,language,mrr_10_candidates,mrr_10_context,ndcg_10_candidates,ndcg_10_context,online_cost_usd,query,query_id,recall_candidate_k,recall_context_k,references,replay_incremental_cost_usd,rerank_ms,reranker_cost_usd,reranker_error,reranker_input_tokens,reranker_output_tokens,reranker_requested_model,reranker_resolved_model,retrieval_ms,retry_count,run_kind,source_contains_gold,split,wrong_answer
False,"Broncos, bölge turunda Pittsburgh Steelers'ı mağlup etmiştir [xquad-tr-391129eff6d9].",0.0,0.22222222222222224,D,xquad-tr-391129eff6d9|xquad-tr-94de63f55db8|xquad-tr-138af7162b1d|xquad-tr-54ad3394fb35|xquad-tr-3ec52ccce002|xquad-tr-2d053c371ab3|xquad-tr-e43356118978|xquad-tr-65f29f3619dd|xquad-tr-ff7d0fa77806|xquad-tr-7208ece436ee|xquad-tr-752ffa1f6ada|xquad-tr-102947b53d99|xquad-tr-9f588a6112f7|xquad-tr-33a85f292858|xquad-tr-d4632e39c044|xquad-tr-625cca9213ec|xquad-tr-1b252cecccf1|xquad-tr-49c0972ee320|xquad-tr-9683af0ea7d1|xquad-tr-1b0c70acfbe4,1.0,3647,xquad-tr-391129eff6d9|xquad-tr-54ad3394fb35|xquad-tr-3ec52ccce002|xquad-tr-d4632e39c044|xquad-tr-102947b53d99,1520.7330839984934,False,,,977.7489170010085,32,4.514e-05,qwen/qwen3.7-flash,1366,,tr,1.0,1.0,1.0,1.0,0.000396596,Broncos'a bölge turunda kim kaybetmiştir?,xquad-tr-56beb7953aeaaa14008c92ab,1.0,1.0,Pittsburgh Steelers,,542.7526669991494,0.000351456,,8368,374,typesafe/jev-1.13,typesafe/jev-1.13-20260917,0.23149999833549373,0,real,True,test,True
False,"Broncos, bölge turunda Pittsburgh Steelers'ı mağlup etmiştir [xquad-tr-391129eff6d9].",0.0,0.22222222222222224,A,xquad-tr-391129eff6d9|xquad-tr-94de63f55db8|xquad-tr-138af7162b1d|xquad-tr-54ad3394fb35|xquad-tr-3ec52ccce002|xquad-tr-2d053c371ab3|xquad-tr-e43356118978|xquad-tr-65f29f3619dd|xquad-tr-ff7d0fa77806|xquad-tr-7208ece436ee|xquad-tr-752ffa1f6ada|xquad-tr-102947b53d99|xquad-tr-9f588a6112f7|xquad-tr-33a85f292858|xquad-tr-d4632e39c044|xquad-tr-625cca9213ec|xquad-tr-1b252cecccf1|xquad-tr-49c0972ee320|xquad-tr-9683af0ea7d1|xquad-tr-1b0c70acfbe4,1.0,3287,xquad-tr-391129eff6d9|xquad-tr-94de63f55db8|xquad-tr-138af7162b1d|xquad-tr-54ad3394fb35|xquad-tr-3ec52ccce002,930.8917909984302,False,,,930.6602910000947,32,3.983e-05,qwen/qwen3.7-flash,1189,,tr,1.0,1.0,1.0,1.0,3.983e-05,Broncos'a bölge turunda kim kaybetmiştir?,xquad-tr-56beb7953aeaaa14008c92ab,1.0,1.0,Pittsburgh Steelers,,0.0,0.0,,,,,,0.23149999833549373,0,real,True,test,True
False,"Broncos, Pittsburgh Steelers'a karşı maçın son üç dakikasında 11 puan almıştır [xquad-tr-391129eff6d9].",0.0,0.16666666666666669,A,xquad-tr-391129eff6d9|xquad-tr-54ad3394fb35|xquad-tr-94de63f55db8|xquad-tr-ffacd5692de7|xquad-tr-496fa29a1810|xquad-tr-3549ea4088fa|xquad-tr-cf9d3c41c0ee|xquad-tr-01a436bd8738|xquad-tr-5550c7743e65|xquad-tr-032f09b0043b|xquad-tr-e1a11a742b61|xquad-tr-f1360523ebed|xquad-tr-4a718c2591c6|xquad-tr-0829db2785c8|xquad-tr-3a955860c4e0|xquad-tr-978df37623b2|xquad-tr-396f9504c6cb|xquad-tr-3ef5f57c6f4b|xquad-tr-2b81f10d1c9b|xquad-tr-04c15ed36672,1.0,3062,xquad-tr-391129eff6d9|xquad-tr-54ad3394fb35|xquad-tr-94de63f55db8|xquad-tr-ffacd5692de7|xquad-tr-496fa29a1810,1048.1183749980119,False,,,1047.8278329974273,36,3.885e-05,qwen/qwen3.7-flash,1139,,tr,1.0,1.0,1.0,1.0,3.885e-05,"Broncos, Pittsburgh karşısında maçın son üç dakikasında kaç puan almıştır?",xquad-tr-56beb7953aeaaa14008c92ac,1.0,1.0,11,,0.0,0.0,,,,,,0.29054200058453716,0,real,True,test,True
False,"Broncos, Pittsburgh Steelers'a karşı maçın son üç dakikasında 11 puan almıştır [xquad-tr-391129eff6d9].",0.0,0.16666666666666669,D,xquad-tr-391129eff6d9|xquad-tr-54ad3394fb35|xquad-tr-94de63f55db8|xquad-tr-ffacd5692de7|xquad-tr-496fa29a1810|xquad-tr-3549ea4088fa|xquad-tr-cf9d3c41c0ee|xquad-tr-01a436bd8738|xquad-tr-5550c7743e65|xquad-tr-032f09b0043b|xquad-tr-e1a11a742b61|xquad-tr-f1360523ebed|xquad-tr-4a718c2591c6|xquad-tr-0829db2785c8|xquad-tr-3a955860c4e0|xquad-tr-978df37623b2|xquad-tr-396f9504c6cb|xquad-tr-3ef5f57c6f4b|xquad-tr-2b81f10d1c9b|xquad-tr-04c15ed36672,1.0,2802,xquad-tr-391129eff6d9|xquad-tr-54ad3394fb35|xquad-tr-4a718c2591c6|xquad-tr-5550c7743e65|xquad-tr-0829db2785c8,1779.9163760028023,False,,,1125.5883340018045,36,3.621e-05,qwen/qwen3.7-flash,1051,,tr,1.0,1.0,1.0,1.0,0.00036066,"Broncos, Pittsburgh karşısında maçın son üç dakikasında kaç puan almıştır?",xquad-tr-56beb7953aeaaa14008c92ac,1.0,1.0,11,,654.0375000004133,0.00032445,,7725,374,typesafe/jev-1.13,typesafe/jev-1.13-20260917,0.29054200058453716,0,real,True,test,True
False,Super Bowl XLIX'u New England Patriots kazanmıştır [xquad-tr-391129eff6d9].,0.0,0.6,D,xquad-tr-391129eff6d9|xquad-tr-94de63f55db8|xquad-tr-138af7162b1d|xquad-tr-c53f1075698c|xquad-tr-2b81f10d1c9b|xquad-tr-e43356118978|xquad-tr-65f29f3619dd|xquad-tr-193e3666bbf5|xquad-tr-028bfe64cad5|xquad-tr-e160a67f6095|xquad-tr-717a8e567f6e|xquad-tr-408e1ceaefad|xquad-tr-48519463137f|xquad-tr-86491cd136e1|xquad-tr-4f05dd05be91|xquad-tr-c8b68ce4b8fd|xquad-tr-31059ce45c8a|xquad-tr-580baecefe13|xquad-tr-2d75b44c21c1|xquad-tr-294593759fcc,1.0,3176,xquad-tr-391129eff6d9|xquad-tr-94de63f55db8|xquad-tr-2b81f10d1c9b|xquad-tr-48519463137f|xquad-tr-e43356118978,1610.213083004055,False,,,1015.3970829996979,26,1.7996e-05,qwen/qwen3.7-flash,1204,,tr,1.0,1.0,1.0,1.0,0.000370754,Super Bowl XLIX'i kim kazanmıştır?,xquad-tr-56beb7953aeaaa14008c92ad,1.0,1.0,New England Patriots,,594.5271250020596,0.000352758,,8399,374,typesafe/jev-1.13,typesafe/jev-1.13-20260917,0.2888750022975728,0,real,True,test,False
False,Super Bowl XLIX'i New England Patriots kazanmıştır [xquad-tr-391129eff6d9].,0.0,0.6,A,xquad-tr-391129eff6d9|xquad-tr-94de63f55db8|xquad-tr-138af7162b1d|xquad-tr-c53f1075698c|xquad-tr-2b81f10d1c9b|xquad-tr-e43356118978|xquad-tr-65f29f3619dd|xquad-tr-193e3666bbf5|xquad-tr-028bfe64cad5|xquad-tr-e160a67f6095|xquad-tr-717a8e567f6e|xquad-tr-408e1ceaefad|xquad-tr-48519463137f|xquad-tr-86491cd136e1|xquad-tr-4f05dd05be91|xquad-tr-c8b68ce4b8fd|xquad-tr-31059ce45c8a|xquad-tr-580baecefe13|xquad-tr-2d75b44c21c1|xquad-tr-294593759fcc,1.0,3700,xquad-tr-391129eff6d9|xquad-tr-94de63f55db8|xquad-tr-138af7162b1d|xquad-tr-c53f1075698c|xquad-tr-2b81f10d1c9b,839.4968330030679,False,,,839.2079580007703,26,1.9856e-05,qwen/qwen3.7-flash,1266,,tr,1.0,1.0,1.0,1.0,1.9856e-05,Super Bowl XLIX'i kim kazanmıştır?,xquad-tr-56beb7953aeaaa14008c92ad,1.0,1.0,New England Patriots,,0.0,0.0,,,,,,0.2888750022975728,0,real,True,test,False
False,AFC Şampiyonluk Oyunu'nun final skoru 20–18'di [xquad-tr-391129eff6d9].,0.0,0.0,A,xquad-tr-391129eff6d9|xquad-tr-138af7162b1d|xquad-tr-e43356118978|xquad-tr-00131885f61f|xquad-tr-01a436bd8738|xquad-tr-028bfe64cad5|xquad-tr-02b48bacfd77|xquad-tr-02d7ab96e83c|xquad-tr-032f09b0043b|xquad-tr-0395d7cf3439|xquad-tr-04c15ed36672|xquad-tr-076a132122cb|xquad-tr-07b450b99a51|xquad-tr-0829db2785c8|xquad-tr-09adcd67a6a7|xquad-tr-09da7e8547ec|xquad-tr-0cec58654d5a|xquad-tr-0d54e1458a4d|xquad-tr-0da52699e654|xquad-tr-1005ea8ca58f,1.0,3547,xquad-tr-391129eff6d9|xquad-tr-138af7162b1d|xquad-tr-e43356118978|xquad-tr-00131885f61f|xquad-tr-01a436bd8738,929.2079170008947,False,,,928.983417001291,38,4.793e-05,qwen/qwen3.7-flash,1433,,tr,1.0,1.0,1.0,1.0,4.793e-05,AFC Şampiyonluk Oyunu final skoru neydi?,xquad-tr-56beb7953aeaaa14008c92ae,1.0,1.0,20–18,,0.0,0.0,,,,,,0.22449999960372224,0,real,True,test,True
False,AFC Şampiyonluk Oyunu final skoru 20–18'di [xquad-tr-391129eff6d9].,0.0,0.0,D,xquad-tr-391129eff6d9|xquad-tr-138af7162b1d|xquad-tr-e43356118978|xquad-tr-00131885f61f|xquad-tr-01a436bd8738|xquad-tr-028bfe64cad5|xquad-tr-02b48bacfd77|xquad-tr-02d7ab96e83c|xquad-tr-032f09b0043b|xquad-tr-0395d7cf3439|xquad-tr-04c15ed36672|xquad-tr-076a132122cb|xquad-tr-07b450b99a51|xquad-tr-0829db2785c8|xquad-tr-09adcd67a6a7|xquad-tr-09da7e8547ec|xquad-tr-0cec58654d5a|xquad-tr-0d54e1458a4d|xquad-tr-0da52699e654|xquad-tr-1005ea8ca58f,1.0,2339,xquad-tr-391129eff6d9|xquad-tr-07b450b99a51|xquad-tr-0829db2785c8|xquad-tr-0cec58654d5a|xquad-tr-0d54e1458a4d,1665.2418329977081,False,,,1051.0054160004074,36,3.198e-05,qwen/qwen3.7-flash,910,,tr,1.0,1.0,1.0,1.0,0.000379152,AFC Şampiyonluk Oyunu final skoru neydi?,xquad-tr-56beb7953aeaaa14008c92ae,1.0,1.0,20–18,,614.011916997697,0.000347172,,8266,374,typesafe/jev-1.13,typesafe/jev-1.13-20260917,0.22449999960372224,0,real,True,test,True
True,Kaynaklarda bu soruyu yanıtlamak için yeterli kanıt yok.,0.0,0.0,D,xquad-tr-391129eff6d9|xquad-tr-cc3cff2b6711|xquad-tr-cf9d3c41c0ee|xquad-tr-54ad3394fb35|xquad-tr-2b81f10d1c9b|xquad-tr-b0a07a94d027|xquad-tr-dfff3315b967|xquad-tr-2a13deb186bd|xquad-tr-ef2dd925547c|xquad-tr-c2d7b0c4ce20|xquad-tr-d3201e523e0b|xquad-tr-96ffd1240bc7|xquad-tr-515e520983bf|xquad-tr-61d21e7047fd|xquad-tr-929b15643900|xquad-tr-6fea66e18af0|xquad-tr-94de63f55db8|xquad-tr-ec8b393a2f7b|xquad-tr-193e3666bbf5|xquad-tr-717a8e567f6e,0.0,4022,xquad-tr-391129eff6d9|xquad-tr-2b81f10d1c9b|xquad-tr-54ad3394fb35|xquad-tr-61d21e7047fd|xquad-tr-ef2dd925547c,1436.800959003449,False,,,914.5270000008168,15,4.383e-05,qwen/qwen3.7-flash,1396,,tr,1.0,1.0,1.0,1.0,0.00041301,"Broncos, AFC Şampiyonası maçını kökünden halleden top kapmayı yaptığı zaman saat üzerinde ne kadar süre kalmıştı?",xquad-tr-56beb7953aeaaa14008c92af,1.0,1.0,17 saniye,,521.8930840019311,0.00036918,,8790,374,typesafe/jev-1.13,typesafe/jev-1.13-20260917,0.38087500070105307,0,real,True,test,False
True,"Broncos, AFC Şampiyonası maçında New England Patriots'u 20-18 yendi ve maçın son dakikalarında kritik top kapmaları gerçekleştirdi [xquad-tr-391129eff6d9]. Ancak kaynaklar, bu top kapmaların gerçekleştiği spesifik saniye veya dakika bilgisini vermemektedir.

Kaynaklarda bu soruyu yanıtlamak için yeterli kanıt yok.",0.0,0.05128205128205129,A,xquad-tr-391129eff6d9|xquad-tr-cc3cff2b6711|xquad-tr-cf9d3c41c0ee|xquad-tr-54ad3394fb35|xquad-tr-2b81f10d1c9b|xquad-tr-b0a07a94d027|xquad-tr-dfff3315b967|xquad-tr-2a13deb186bd|xquad-tr-ef2dd925547c|xquad-tr-c2d7b0c4ce20|xquad-tr-d3201e523e0b|xquad-tr-96ffd1240bc7|xquad-tr-515e520983bf|xquad-tr-61d21e7047fd|xquad-tr-929b15643900|xquad-tr-6fea66e18af0|xquad-tr-94de63f55db8|xquad-tr-ec8b393a2f7b|xquad-tr-193e3666bbf5|xquad-tr-717a8e567f6e,1.0,4451,xquad-tr-391129eff6d9|xquad-tr-cc3cff2b6711|xquad-tr-cf9d3c41c0ee|xquad-tr-54ad3394fb35|xquad-tr-2b81f10d1c9b,1708.8247500032594,False,,,1708.4438750025583,95,5.777e-05,qwen/qwen3.7-flash,1514,,tr,1.0,1.0,1.0,1.0,5.777e-05,"Broncos, AFC Şampiyonası maçını kökünden halleden top kapmayı yaptığı zaman saat üzerinde ne kadar süre kalmıştı?",xquad-tr-56beb7953aeaaa14008c92af,1.0,1.0,17 saniye,,0.0,0.0,,,,,,0.38087500070105307,0,real,True,test,False
